00:00:00,5,M600,00:00:00,"(16.39272614884457, 48.15305348714484)","(16.360564194841473, 48.244409334060876)",1
00:00:00,12,M600,00:00:00,"(16.338824566771162, 48.193810997508386)","(16.358193510768782, 48.2076904860015)",1
00:00:00,24,M600,00:00:00,"(16.33161336359848, 48.15128084460396)","(16.377247708042315, 48.23573696193015)",1
00:00:00,7,M600,00:00:00,"(16.338824566771162, 48.193810997508386)","(16.364336479689097, 48.21165349195207)",1
00:00:00,15,M600,00:00:00,"(16.350557716240093, 48.181085814146044)","(16.376700520328374, 48.21711391719051)",1
00:00:00,11,M600,00:00:01,"(16.33161336359848, 48.15128084460396)","(16.3370010162323, 48.22941626345358)",1
00:00:00,5,M600,00:00:01,"(16.358330898525026, 48.23528853340501)","(16.367408319555338, 48.213634867422755)",1
00:00:00,14,M600,00:00:01,"(16.36469818917773, 48.18172745428604)","(16.364068574099644, 48.20156728191843)",1
00:00:00,17,M600,00:00:01,"(16.30885995564679, 48.25227837428879)","(16.321390848743356, 48.16043552613012)",1
00:00:00,5,M600,00:00:02,"(16.338824566771162, 48.193810997508386)","(16.331186961763606, 48.19748669969961)",1
00:00:00,4,M600,00:00:02,"(16.413526360203182, 48.17914110644286)","(16.40487976687615, 48.210454950629114)",1
00:00:00,13,M600,00:00:02,"(16.338824566771162, 48.193810997508386)","(16.352136933195894, 48.210863744618564)",1
00:00:00,6,M600,00:00:02,"(16.358330898525026, 48.23528853340501)","(16.291836391747744, 48.2492444804486)",1
00:00:00,6,M600,00:00:02,"(16.30885995564679, 48.25227837428879)","(16.360731029277055, 48.250697714782945)",1
00:00:00,12,M600,00:00:03,"(16.338824566771162, 48.193810997508386)","(16.361157945533638, 48.20563754317879)",1
00:00:00,10,M600,00:00:03,"(16.30885995564679, 48.25227837428879)","(16.379851124746835, 48.18168034078828)",1
00:00:00,29,M600,00:00:03,"(16.33161336359848, 48.15128084460396)","(16.370318889107534, 48.209564453816725)",1
00:00:00,6,M600,00:00:03,"(16.338824566771162, 48.193810997508386)","(16.36719348587725, 48.20556591402957)",1
00:00:00,25,M600,00:00:04,"(16.27298229498073, 48.19627260215861)","(16.337821812281014, 48.18821526634524)",1
