00:00:00,6675,Type 2,0.0,"(16.39317614884457, 48.15305348714484)","(16.36907480866854, 48.15008793579136)",1
00:00:00,1565,Type 2,0.0,"(16.349670511193892, 48.2095185412365)","(16.379943247464897, 48.20920189922806)",1
00:00:00,6752,Type 1,0.0,"(16.41248016786417, 48.26124929704659)","(16.370730967243944, 48.16962486889083)",1
00:00:00,3338,Type 1,0.0,"(16.44558023481531, 48.2381083807426)","(16.414836947996214, 48.19202041213584)",2
00:00:00,6164,Type 3,1.0,"(16.359450897092064, 48.18504970548047)","(16.35537807663283, 48.22920034564528)",2
00:00:00,5065,Type 3,2.0,"(16.4050587100877, 48.20301022931776)","(16.34414997338435, 48.199149821456594)",1
00:00:00,5774,Type 2,2.0,"(16.330709741186045, 48.15037738126956)","(16.35162045726933, 48.21122520214883)",1
00:00:00,2632,Type 2,2.0,"(16.35123869465479, 48.18141044437578)","(16.386348722151943, 48.1841255068033)",1
00:00:00,1469,Type 2,3.0,"(16.385349636142063, 48.23091342237817)","(16.377867320224958, 48.20274116363519)",2
00:00:00,1270,Type 2,3.0,"(16.41293016786417, 48.26124929704659)","(16.372920429571877, 48.21493427741712)",1
00:00:00,1892,Type 1,3.0,"(16.44230664535423, 48.169207575190335)","(16.39989459696985, 48.20712759778564)",2
00:00:00,5322,Type 3,3.0,"(16.308409955646788, 48.25227837428879)","(16.352345310191645, 48.20423698642295)",1
00:00:00,5111,Type 3,4.0,"(16.41293016786417, 48.26124929704659)","(16.344100304158786, 48.20279105971936)",1
00:00:00,9834,Type 3,4.0,"(16.460856782489028, 48.18448492437013)","(16.30593258455968, 48.225185846434776)",2
00:00:00,10563,Type 2,4.0,"(16.322979011778738, 48.25132611297772)","(16.33252582319771, 48.269956459793256)",2
00:00:00,2689,Type 1,4.0,"(16.306543710799676, 48.23151532969972)","(16.388035670678626, 48.19228859364959)",2
00:00:00,6830,Type 1,4.0,"(16.35123869465479, 48.18141044437578)","(16.378550792488852, 48.1499746187323)",1
00:00:00,552,Type 3,4.0,"(16.313469350889985, 48.25143514932815)","(16.367474461624163, 48.20166276955421)",2
00:00:00,5331,Type 1,4.0,"(16.359917593193277, 48.22666226067053)","(16.351539944980406, 48.205818190698906)",2
