00:00:00,8306,Type 2,0.0,"(16.337141510106957, 48.22959159719949)","(16.291386391747743, 48.2492444804486)",2
00:00:00,3428,Type 3,0.0,"(16.3602019, 48.2446381)","(16.354781268261537, 48.19475486522247)",2
00:00:00,9757,Type 1,0.0,"(16.413526360203182, 48.17914110644286)","(16.44441826596253, 48.21282401076866)",1
00:00:00,2396,Type 3,0.0,"(16.304342780280816, 48.15111715432573)","(16.395245471227017, 48.20232956376256)",2
00:00:00,8966,Type 2,1.0,"(16.41203016786417, 48.26124929704659)","(16.360614869957722, 48.2632744541891)",1
00:00:00,6215,Type 3,1.0,"(16.40566045, 48.20255675)","(16.441681141023935, 48.16294875648895)",1
00:00:00,3540,Type 3,1.0,"(16.453967934924645, 48.200062563804494)","(16.35963125, 48.1947473)",2
00:00:00,355,Type 2,1.0,"(16.27298229498073, 48.19627260215861)","(16.36337527056108, 48.20916733548708)",1
00:00:00,10136,Type 3,2.0,"(16.37460325, 48.2203937)","(16.36896916233328, 48.13744087461695)",1
00:00:00,6272,Type 1,2.0,"(16.461036321420483, 48.19080071304551)","(16.45121304060458, 48.1690897739783)",2
00:00:00,7202,Type 2,3.0,"(16.37597153925323, 48.20359610096208)","(16.30730436117127, 48.19985849914764)",2
00:00:00,8796,Type 3,4.0,"(16.330709741186045, 48.15037738126956)","(16.341614142154214, 48.25720747825167)",1
00:00:00,1579,Type 3,4.0,"(16.427357502497063, 48.23742284460008)","(16.405903212426875, 48.22374548977571)",1
00:00:00,4206,Type 1,4.0,"(16.34997162299478, 48.20801610132155)","(16.347558477183743, 48.199187582257)",1
00:00:00,3191,Type 1,4.0,"(16.32809608747469, 48.23557574499396)","(16.378919099055665, 48.188301216603065)",2
00:00:00,4094,Type 1,5.0,"(16.38813466324298, 48.137178229934776)","(16.34414997338435, 48.199149821456594)",2
00:00:00,1951,Type 3,6.0,"(16.321796338575357, 48.17516338937017)","(16.460227305365, 48.178169128217085)",2
00:00:00,2827,Type 2,6.0,"(16.41203016786417, 48.26124929704659)","(16.36667760191918, 48.18904263586676)",1
00:00:00,3410,Type 3,7.0,"(16.35800779095383, 48.23615309565032)","(16.354979003543566, 48.1910655539688)",1
00:00:00,3608,Type 3,7.0,"(16.414396141211782, 48.182540249606575)","(16.3406284, 48.19052725)",2
00:00:00,6954,Type 3,7.0,"(16.413526360203182, 48.17914110644286)","(16.276022932126235, 48.16796498732797)",1
00:00:00,3382,Type 3,7.0,"(16.35800779095383, 48.23615309565032)","(16.355840476469524, 48.18829985036078)",1
00:00:00,3851,Type 2,8.0,"(16.298232555358997, 48.19369806012951)","(16.352631686691314, 48.19284086051055)",4
00:00:00,6223,Type 2,8.0,"(16.27298229498073, 48.19627260215861)","(16.441681141023935, 48.16294875648895)",1
00:00:00,900,Type 2,9.0,"(16.33848860385958, 48.19352985186349)","(16.373837403546762, 48.20728259364328)",1
00:00:00,8776,Type 2,10.0,"(16.286100209930694, 48.174193615330495)","(16.341449558408257, 48.2509190562936)",2
00:00:00,3358,Type 2,10.0,"(16.413526360203182, 48.17914110644286)","(16.355054712820028, 48.18464029210933)",1
00:00:00,8806,Type 1,11.0,"(16.30930995564679, 48.25227837428879)","(16.341614142154214, 48.25720747825167)",1
00:00:00,8513,Type 2,11.0,"(16.317637741299876, 48.20203119856377)","(16.346336021550304, 48.22904422798872)",4
00:00:00,3391,Type 3,12.0,"(16.30885995564679, 48.25227837428879)","(16.355840476469524, 48.18829985036078)",1
00:00:00,6331,Type 3,12.0,"(16.364844211152324, 48.18319919234158)","(16.299103431150463, 48.170633473176814)",1
