00:00:00,3012,Type 2,0.0,"(16.42315378293852, 48.15712307300192)","(16.32119397875862, 48.170287703211976)",2
00:00:00,1431,Type 1,1.0,"(16.27928044885501, 48.19391055256697)","(16.375595009427048, 48.192118184237245)",2
00:00:00,900,Type 2,1.0,"(16.332812280683072, 48.26366802852738)","(16.38027574134798, 48.18796720482728)",2
00:00:00,3009,Type 1,2.0,"(16.27298229498073, 48.19627260215861)","(16.321067396761137, 48.16536161691776)",1
00:00:00,4104,Type 3,2.0,"(16.39317614884457, 48.15305348714484)","(16.35103106000954, 48.25709716869186)",1
00:00:00,3273,Type 2,3.0,"(16.423328775612163, 48.16344818330638)","(16.288465463248986, 48.200140472177445)",2
00:00:00,417,Type 1,3.0,"(16.37460325, 48.2203937)","(16.37300023959028, 48.20924581124105)",1
00:00:00,2089,Type 1,4.0,"(16.272329783267427, 48.22202885087198)","(16.34132949642252, 48.210907856373936)",2
00:00:00,1533,Type 3,4.0,"(16.405995046134706, 48.20303335268365)","(16.3550009, 48.1826717)",1
00:00:00,3336,Type 3,4.0,"(16.328753677892255, 48.16035063511968)","(16.3241026, 48.1943472)",2
00:00:00,1682,Type 3,5.0,"(16.27298229498073, 48.19627260215861)","(16.364717854730742, 48.18846689017584)",1
00:00:00,3749,Type 3,5.0,"(16.33848860385958, 48.19352985186349)","(16.296460076864967, 48.22529310188141)",1
00:00:00,2997,Type 3,7.0,"(16.341707356955773, 48.14417772930196)","(16.320940848743355, 48.16043552613012)",2
00:00:00,3354,Type 1,9.0,"(16.427357502497063, 48.23742284460008)","(16.325089485369123, 48.198077655128266)",1
00:00:00,1420,Type 1,9.0,"(16.3459591, 48.22307115)","(16.37454208631934, 48.18874249285169)",2
00:00:00,645,Type 2,11.0,"(16.29707003558883, 48.23162260883915)","(16.39609747625529, 48.22369160274856)",2
00:00:00,4141,Type 3,11.0,"(16.350996575574616, 48.14388105971939)","(16.360614869957722, 48.2632744541891)",2
00:00:00,4179,Type 2,11.0,"(16.33848860385958, 48.19352985186349)","(16.368950599999998, 48.2299097)",1
00:00:00,4267,Type 3,11.0,"(16.39545201681516, 48.22945171469824)","(16.376561659845187, 48.24935440571151)",2
00:00:00,146,Type 3,12.0,"(16.36062772049065, 48.23561190030963)","(16.363986392756942, 48.203109157765645)",4
00:00:00,2689,Type 2,14.0,"(16.41293016786417, 48.26124929704659)","(16.390016760923157, 48.174363312883216)",1
00:00:00,1220,Type 2,14.0,"(16.39272614884457, 48.15305348714484)","(16.4130253873129, 48.18382430624515)",1
00:00:00,452,Type 2,16.0,"(16.286417177413767, 48.18686195832856)","(16.37553958990722, 48.20148484758574)",2
00:00:00,4026,Type 2,17.0,"(16.374775480262223, 48.27476622773888)","(16.332035364000994, 48.2510911440107)",2
00:00:00,2375,Type 3,18.0,"(16.37731548726512, 48.23030917272605)","(16.361102, 48.22234195)",2
00:00:00,3678,Type 3,19.0,"(16.340689442809058, 48.19864388588356)","(16.277672519835896, 48.23183482590699)",2
00:00:00,2833,Type 3,19.0,"(16.34980497527009, 48.18114628366276)","(16.432505726804795, 48.16952331393563)",1
00:00:00,279,Type 1,19.0,"(16.358817747355562, 48.23625273119687)","(16.367307553682522, 48.21594784184854)",1
00:00:00,4571,Type 2,19.0,"(16.308409955646788, 48.25227837428879)","(16.322850877909158, 48.15692928801911)",1
00:00:00,3979,Type 3,20.0,"(16.41637731311046, 48.14857307231832)","(16.3128567036484, 48.24508407446865)",2
00:00:00,728,Type 2,20.0,"(16.35800779095383, 48.23615309565032)","(16.41466182593075, 48.217341736061286)",1
00:00:00,3671,Type 3,21.0,"(16.373464536979355, 48.20549790817344)","(16.268355190165963, 48.23826933343027)",2
00:00:00,343,Type 2,21.0,"(16.37460325, 48.2203937)","(16.37101138219214, 48.21338529117057)",1
00:00:00,1778,Type 2,22.0,"(16.35123869465479, 48.18141044437578)","(16.348576528020004, 48.19528506890015)",1
