00:00:00,1288,Type 2,00:00:00,"(16.345162781322333, 48.22159125246076)","(16.45096231916905, 48.18460457925018)",2,,,,,,
00:00:00,1510,Type 1,00:00:00,"(16.37460325, 48.2203937)","(16.388278150404883, 48.201083847939685)",1,,,,,,
00:00:00,1593,Type 1,00:00:01,"(16.421623589215354, 48.25502190488737)","(16.393758050000002, 48.1924994)",2,,,,,,
00:00:00,2707,Type 3,00:00:02,"(16.331609741186046, 48.15037738126956)","(16.34002316065713, 48.20029508189471)",1,,,,,,
00:00:00,6116,Type 3,00:00:03,"(16.37008068021096, 48.20307187292865)","(16.392879421079545, 48.235543174536936)",2,,,,,,
00:00:00,5160,Type 2,00:00:03,"(16.41293016786417, 48.26124929704659)","(16.3284076, 48.20810505)",1,,,,,,
00:00:00,1948,Type 1,00:00:03,"(16.348382086259033, 48.1906689755719)","(16.367809616748595, 48.200612450393066)",2,,,,,,
00:00:00,2794,Type 2,00:00:03,"(16.34980497527009, 48.18114628366276)","(16.344100304158786, 48.20279105971936)",1,,,,,,
00:00:00,2935,Type 3,00:00:04,"(16.37507775, 48.22102195)","(16.35640815, 48.20044265)",1,,,,,,
00:00:00,997,Type 3,00:00:04,"(16.313632054513196, 48.257786216724696)","(16.39558910370557, 48.23013637141501)",2,,,,,,
00:00:00,408,Type 3,00:00:04,"(16.413594289068236, 48.18814761671652)","(16.367307553682522, 48.21594784184854)",2,,,,,,
00:00:00,2144,Type 1,00:00:04,"(16.413526360203182, 48.17914110644286)","(16.34594733177895, 48.18564752912303)",1,,,,,,
00:00:00,847,Type 3,00:00:05,"(16.34997162299478, 48.20801610132155)","(16.37933426132417, 48.21119540278976)",1,,,,,,
00:00:00,397,Type 1,00:00:05,"(16.417024823200148, 48.23237053646119)","(16.367233687449147, 48.21352263654073)",2,,,,,,
00:00:00,6438,Type 3,00:00:06,"(16.33070527213087, 48.18828913887636)","(16.303892780280815, 48.15111715432573)",2,,,,,,
00:00:00,2807,Type 1,00:00:07,"(16.29069702221885, 48.20933715173168)","(16.34408475, 48.20642235)",2,,,,,,
00:00:00,1634,Type 2,00:00:07,"(16.348853281900926, 48.208798927222816)","(16.394420240066964, 48.20553538352292)",1,,,,,,
00:00:00,6407,Type 1,00:00:07,"(16.42612843332307, 48.21938137266436)","(16.463153261483118, 48.20626363518708)",2,,,,,,
00:00:00,4957,Type 1,00:00:07,"(16.30885995564679, 48.25227837428879)","(16.281064537332718, 48.215683361461984)",1,,,,,,
00:00:00,127,Type 2,00:00:07,"(16.308409955646788, 48.25227837428879)","(16.360005546013475, 48.20674529420971)",1,,,,,,
00:00:00,1221,Type 2,00:00:08,"(16.39272614884457, 48.15305348714484)","(16.432249268376808, 48.19115742917694)",1,,,,,,
00:00:00,65,Type 3,00:00:08,"(16.363657750166748, 48.19455301388139)","(16.3587609693725, 48.21433493632112)",2,,,,,,
00:00:00,3771,Type 1,00:00:09,"(16.29572981930635, 48.18042140911383)","(16.37889074907981, 48.16265693000347)",4,,,,,,
00:00:00,1966,Type 3,00:00:10,"(16.336372421753815, 48.170117391158605)","(16.370817210028818, 48.18569333727253)",2,,,,,,
00:00:00,4111,Type 3,00:00:10,"(16.27298229498073, 48.19627260215861)","(16.44203220956468, 48.17546638656073)",1,,,,,,
00:00:00,3492,Type 3,00:00:10,"(16.298232555358997, 48.19369806012951)","(16.364611540423528, 48.217225840336496)",2,,,,,,
