00:00:00,1263,Type 1,00:00:00,"(16.331609741186046, 48.15037738126956)","(16.377867320224958, 48.20274116363519)",1,,,,,,
00:00:00,1567,Type 2,00:00:00,"(16.310273997176843, 48.21888118132159)","(16.39558910370557, 48.23013637141501)",1,,,,,,
00:00:00,10339,Type 3,00:00:00,"(16.339134716755876, 48.19325944851234)","(16.33173081552812, 48.13801947961313)",1,,,,,,
00:00:00,5842,Type 1,00:00:01,"(16.300193244596564, 48.21547361189106)","(16.370730967243944, 48.16962486889083)",2,,,,,,
00:00:00,8025,Type 2,00:00:01,"(16.41248016786417, 48.26124929704659)","(16.299585214777796, 48.20923192063108)",1,,,,,,
00:00:00,10266,Type 1,00:00:02,"(16.30930995564679, 48.25227837428879)","(16.303892780280815, 48.15111715432573)",1,,,,,,
00:00:00,4924,Type 1,00:00:03,"(16.41203016786417, 48.26124929704659)","(16.35162045726933, 48.21122520214883)",1,,,,,,
00:00:00,7308,Type 1,00:00:05,"(16.427807502497064, 48.23742284460008)","(16.28549180825105, 48.16785943272047)",1,,,,,,
00:00:00,4896,Type 3,00:00:05,"(16.41203016786417, 48.26124929704659)","(16.3520061119339, 48.20821928426381)",1,,,,,,
00:00:00,6135,Type 1,00:00:05,"(16.36029063359618, 48.14377142186187)","(16.390016760923157, 48.174363312883216)",2,,,,,,
00:00:00,9436,Type 3,00:00:06,"(16.35272726361711, 48.19802595206557)","(16.36904358193931, 48.24657662544848)",2,,,,,,
00:00:00,6566,Type 2,00:00:06,"(16.361816116873847, 48.205098442078594)","(16.44185664535423, 48.169207575190335)",2,,,,,,
00:00:00,7624,Type 1,00:00:06,"(16.331609741186046, 48.15037738126956)","(16.323778964122727, 48.18881292863089)",1,,,,,,
00:00:00,9090,Type 3,00:00:08,"(16.367327571152742, 48.21360357136131)","(16.34128503113254, 48.244630627001406)",2,,,,,,
00:00:00,7109,Type 3,00:00:08,"(16.39373940258062, 48.18754181910021)","(16.335922421753814, 48.170117391158605)",2,,,,,,
00:00:00,5056,Type 3,00:00:08,"(16.35562450886273, 48.198356523252826)","(16.350651907614022, 48.21774276134827)",2,,,,,,
00:00:00,7714,Type 2,00:00:09,"(16.308409955646788, 48.25227837428879)","(16.330970400284624, 48.189206848461545)",1,,,,,,
00:00:00,3148,Type 2,00:00:10,"(16.321643978758622, 48.170287703211976)","(16.370162339221874, 48.19435104562706)",2,,,,,,
00:00:00,6059,Type 1,00:00:10,"(16.363596582036863, 48.1827446332948)","(16.387855660877225, 48.14351937904662)",1,,,,,,
00:00:00,3927,Type 3,00:00:10,"(16.427807502497064, 48.23742284460008)","(16.349007897514852, 48.19287000177065)",1,,,,,,
00:00:00,5115,Type 1,00:00:10,"(16.413526360203182, 48.17914110644286)","(16.3502999097978, 48.223740711416255)",1,,,,,,
00:00:00,2725,Type 2,00:00:10,"(16.39272614884457, 48.15305348714484)","(16.406042298690398, 48.187864898667726)",1,,,,,,
00:00:00,2065,Type 3,00:00:11,"(16.427357502497063, 48.23742284460008)","(16.45131913901652, 48.19723620187044)",1,,,,,,
00:00:00,7784,Type 3,00:00:11,"(16.404956072647003, 48.217572375369606)","(16.33722864068023, 48.188762079240966)",2,,,,,,
00:00:00,2816,Type 3,00:00:12,"(16.308409955646788, 48.25227837428879)","(16.413144289068235, 48.18814761671652)",1,,,,,,
00:00:00,10344,Type 3,00:00:12,"(16.39272614884457, 48.15305348714484)","(16.33173081552812, 48.13801947961313)",1,,,,,,
00:00:00,8390,Type 1,00:00:13,"(16.376234904073893, 48.19432553329341)","(16.296460076864967, 48.22529310188141)",2,,,,,,
00:00:00,795,Type 1,00:00:13,"(16.41203016786417, 48.26124929704659)","(16.37117678305701, 48.21167066263244)",1,,,,,,
00:00:00,5768,Type 1,00:00:14,"(16.32900821734644, 48.17020278301791)","(16.360202038060084, 48.17590847474067)",2,,,,,,
00:00:00,5949,Type 3,00:00:14,"(16.39317614884457, 48.15305348714484)","(16.378720741416192, 48.15631577810933)",1,,,,,,
00:00:00,3753,Type 3,00:00:16,"(16.42342842232911, 48.19759066846225)","(16.3414603, 48.19267835)",2,,,,,,
00:00:00,7897,Type 3,00:00:16,"(16.36633568291121, 48.209985369706544)","(16.281064537332718, 48.215683361461984)",2,,,,,,
00:00:00,6970,Type 3,00:00:16,"(16.327817750934056, 48.22984725644866)","(16.321714496658426, 48.1843765010235)",2,,,,,,
00:00:00,1816,Type 2,00:00:16,"(16.364844211152324, 48.18319919234158)","(16.42297842232911, 48.19759066846225)",1,,,,,,
00:00:00,5625,Type 2,00:00:16,"(16.454684066096174, 48.22534688838181)","(16.340977128179887, 48.16310571061347)",2,,,,,,
00:00:00,9627,Type 1,00:00:17,"(16.42630406700113, 48.22570252101671)","(16.38591308680887, 48.2311979809603)",2,,,,,,
