00:00:00,5691,Type 3,0.0,"(16.363596582036863, 48.1827446332948)","(16.38768466324298, 48.137178229934776)",1
00:00:00,5,Type 3,1.0,"(16.287437513949822, 48.22539957710038)","(16.357869283897568, 48.20595352716448)",2
00:00:00,5606,Type 1,2.0,"(16.413526360203182, 48.17914110644286)","(16.378550792488852, 48.1499746187323)",1
00:00:00,9960,Type 3,2.0,"(16.35800779095383, 48.23615309565032)","(16.313490272032265, 48.157276885822135)",1
00:00:00,881,Type 2,3.0,"(16.39341000487244, 48.26168803078226)","(16.37266195133584, 48.20634985677057)",2
00:00:00,3853,Type 2,3.0,"(16.35800779095383, 48.23615309565032)","(16.348576528020004, 48.19528506890015)",1
00:00:00,8535,Type 1,3.0,"(16.331609741186046, 48.15037738126956)","(16.346336021550304, 48.22904422798872)",1
00:00:00,515,Type 2,3.0,"(16.413526360203182, 48.17914110644286)","(16.366233667431576, 48.20964761200383)",1
00:00:00,3840,Type 2,4.0,"(16.37611915, 48.20587465)","(16.348576528020004, 48.19528506890015)",2
00:00:00,8046,Type 2,4.0,"(16.428257502497065, 48.23742284460008)","(16.28714630513326, 48.23172910757867)",1
00:00:00,2535,Type 2,4.0,"(16.41248016786417, 48.26124929704659)","(16.402047797752083, 48.19706770699404)",1
00:00:00,1856,Type 1,4.0,"(16.363596582036863, 48.1827446332948)","(16.441872294384144, 48.197355133457705)",1
00:00:00,7933,Type 3,4.0,"(16.39272614884457, 48.15305348714484)","(16.3379673592181, 48.20833702263092)",1
00:00:00,82,Type 2,5.0,"(16.39272614884457, 48.15305348714484)","(16.357698292703084, 48.21210895216113)",1
00:00:00,4125,Type 2,5.0,"(16.267472374825932, 48.187072427220905)","(16.341352896994362, 48.20679005177573)",2
00:00:00,9280,Type 3,5.0,"(16.350725778916818, 48.17532307086817)","(16.38591308680887, 48.2311979809603)",2
00:00:00,6478,Type 3,5.0,"(16.30930995564679, 48.25227837428879)","(16.31395561715356, 48.17529824805118)",1
00:00:00,4916,Type 1,6.0,"(16.405995046134706, 48.20303335268365)","(16.35608723561059, 48.217725179529324)",1
00:00:00,3030,Type 2,6.0,"(16.330709741186045, 48.15037738126956)","(16.37092263234443, 48.19775047433158)",1
00:00:00,8855,Type 1,6.0,"(16.358817747355562, 48.23625273119687)","(16.351388749999998, 48.23740395)",1
00:00:00,9571,Type 2,7.0,"(16.286100209930694, 48.174193615330495)","(16.402077268653198, 48.24893572457765)",2
00:00:00,9279,Type 1,7.0,"(16.3595382, 48.1941011)","(16.38591308680887, 48.2311979809603)",2
00:00:00,1582,Type 2,7.0,"(16.27298229498073, 48.19627260215861)","(16.405005808627312, 48.22583277519146)",1
00:00:00,3966,Type 3,7.0,"(16.423854115736077, 48.18242346937394)","(16.3567985, 48.197809750000005)",2
00:00:00,9298,Type 3,8.0,"(16.330709741186045, 48.15037738126956)","(16.38591308680887, 48.2311979809603)",1
00:00:00,7637,Type 2,8.0,"(16.36750655852915, 48.21196218351627)","(16.29024702221885, 48.20933715173168)",2
00:00:00,2958,Type 1,8.0,"(16.3460976, 48.18815755)","(16.37102785, 48.19217495)",2
00:00:00,9400,Type 2,8.0,"(16.331159741186045, 48.15037738126956)","(16.39210272559832, 48.23389925383019)",1
00:00:00,4371,Type 1,9.0,"(16.33848860385958, 48.19352985186349)","(16.351539944980406, 48.205818190698906)",1
00:00:00,1605,Type 2,9.0,"(16.360958694698475, 48.16958911823038)","(16.41823861759776, 48.20628822552575)",2
00:00:00,4872,Type 1,9.0,"(16.363596582036863, 48.1827446332948)","(16.3501206316945, 48.22654194308261)",1
00:00:00,8992,Type 3,9.0,"(16.371201852348957, 48.18871434556966)","(16.360781876252922, 48.26956281287314)",2
00:00:00,2318,Type 3,10.0,"(16.41203016786417, 48.26124929704659)","(16.39368177196697, 48.18741182959255)",1
00:00:00,7744,Type 3,11.0,"(16.360958694698475, 48.16958911823038)","(16.299743244596563, 48.21547361189106)",2
00:00:00,535,Type 1,11.0,"(16.28791405204964, 48.24438814634534)","(16.367592677849885, 48.21129460841194)",2
00:00:00,9638,Type 3,11.0,"(16.413526360203182, 48.17914110644286)","(16.411885938972137, 48.2614570984604)",4
00:00:00,8954,Type 2,12.0,"(16.40754684950404, 48.23271859526219)","(16.360281029277054, 48.25069771478295)",2
00:00:00,2382,Type 2,13.0,"(16.36453009973324, 48.21674395057469)","(16.395245471227017, 48.20232956376256)",2
00:00:00,9168,Type 2,14.0,"(16.42342842232911, 48.19759066846225)","(16.377088450000002, 48.2298881)",2
00:00:00,9165,Type 3,14.0,"(16.34980497527009, 48.18114628366276)","(16.369330544053096, 48.25732021706175)",1
00:00:00,2590,Type 3,15.0,"(16.28759630513326, 48.23172910757867)","(16.406380973650492, 48.19223688423301)",2
00:00:00,1437,Type 2,16.0,"(16.43558733019849, 48.21926363255116)","(16.39514187715242, 48.21456030280752)",4
00:00:00,9429,Type 3,17.0,"(16.331159741186045, 48.15037738126956)","(16.37398461523778, 48.2620580790459)",1
00:00:00,103,Type 1,17.0,"(16.34069576775175, 48.241170048341935)","(16.3587609693725, 48.21433493632112)",1
00:00:00,4105,Type 1,18.0,"(16.317393257520717, 48.18695423663484)","(16.3409937000555, 48.20279681022122)",2
00:00:00,2050,Type 3,19.0,"(16.34024576775175, 48.241170048341935)","(16.381172976673213, 48.197016777962574)",1
00:00:00,3014,Type 2,19.0,"(16.308409955646788, 48.25227837428879)","(16.370162339221874, 48.19435104562706)",1
00:00:00,9395,Type 1,19.0,"(16.358817747355562, 48.23625273119687)","(16.39210272559832, 48.23389925383019)",1
00:00:00,8538,Type 2,19.0,"(16.39317614884457, 48.15305348714484)","(16.346336021550304, 48.22904422798872)",1
00:00:00,4944,Type 1,20.0,"(16.426655516102336, 48.23834479532236)","(16.356386567957642, 48.22023554218491)",2
00:00:00,7812,Type 2,20.0,"(16.32297860495722, 48.14439486485833)","(16.30983955, 48.21483585)",2
00:00:00,6367,Type 2,21.0,"(16.368010375056194, 48.205535749964014)","(16.313577985626367, 48.1605199456319)",2
00:00:00,2312,Type 2,21.0,"(16.34980497527009, 48.18114628366276)","(16.39368177196697, 48.18741182959255)",1
00:00:00,9693,Type 2,21.0,"(16.368861323138795, 48.23612597852301)","(16.43063524070717, 48.2549045183837)",2
00:00:00,7871,Type 3,21.0,"(16.27928044885501, 48.19391055256697)","(16.319315971192097, 48.21562975631086)",2
00:00:00,1805,Type 3,22.0,"(16.337141510106957, 48.22959159719949)","(16.44151779444053, 48.184723458431954)",2
00:00:00,2604,Type 3,22.0,"(16.321643978758622, 48.170287703211976)","(16.40746996205227, 48.19630834117476)",2
00:00:00,2658,Type 1,23.0,"(16.36451305453741, 48.18482828975825)","(16.413144289068235, 48.18814761671652)",2
00:00:00,7215,Type 3,24.0,"(16.306790227463438, 48.16553001334511)","(16.317646772094133, 48.19248583276804)",2
00:00:00,1159,Type 3,24.0,"(16.35123869465479, 48.18141044437578)","(16.377867320224958, 48.20274116363519)",1
00:00:00,7545,Type 2,24.0,"(16.34024576775175, 48.241170048341935)","(16.262539162421326, 48.22213185187292)",1
00:00:00,6708,Type 1,25.0,"(16.34997162299478, 48.20801610132155)","(16.32826454742017, 48.175144833576205)",1
00:00:00,3856,Type 1,26.0,"(16.331159741186045, 48.15037738126956)","(16.348576528020004, 48.19528506890015)",1
00:00:00,9310,Type 1,26.0,"(16.360552970543605, 48.17543602093284)","(16.385641915520615, 48.23595091946123)",2
00:00:00,1194,Type 1,26.0,"(16.33848860385958, 48.19352985186349)","(16.379508030036583, 48.208091253804575)",1
00:00:00,453,Type 3,26.0,"(16.27343229498073, 48.19627260215861)","(16.367592410198082, 48.20636260565262)",2
00:00:00,6357,Type 3,27.0,"(16.27011756375143, 48.2066872640307)","(16.30646539979816, 48.17045612858273)",2
00:00:00,4799,Type 1,27.0,"(16.339134716755876, 48.19325944851234)","(16.350651907614022, 48.21774276134827)",1
00:00:00,1674,Type 1,27.0,"(16.3506024, 48.185117950000006)","(16.422803462222152, 48.19127478278255)",2
