00:00:00,4598,Type 2,00:00:00,"(16.27298229498073, 48.19627260215861)","(16.41153787565967, 48.248819920248586)",1,,,,,,
00:00:00,3259,Type 1,00:00:02,"(16.34997162299478, 48.20801610132155)","(16.32826454742017, 48.175144833576205)",1,,,,,,
00:00:00,2396,Type 2,00:00:02,"(16.37065582427942, 48.20902345433112)","(16.355607236024316, 48.22481789640912)",2,,,,,,
00:00:00,3526,Type 2,00:00:04,"(16.352359833539467, 48.2088223449927)","(16.325089485369123, 48.198077655128266)",2,,,,,,
00:00:00,2906,Type 2,00:00:04,"(16.37937421206571, 48.19156220979596)","(16.413598178985822, 48.16989001483911)",2,,,,,,
00:00:00,1530,Type 1,00:00:05,"(16.296910076864968, 48.22529310188141)","(16.37498069480947, 48.19814474958669)",2,,,,,,
00:00:00,3247,Type 3,00:00:05,"(16.360731029277055, 48.25069771478295)","(16.32855821734644, 48.17020278301791)",2,,,,,,
00:00:00,1599,Type 2,00:00:05,"(16.34997162299478, 48.20801610132155)","(16.3550009, 48.1826717)",1,,,,,,
00:00:00,4525,Type 1,00:00:05,"(16.360216381575853, 48.15654168118001)","(16.374325480262222, 48.27476622773888)",2,,,,,,
00:00:00,3707,Type 3,00:00:05,"(16.3097329, 48.21551175)","(16.299585214777796, 48.20923192063108)",2,,,,,,
00:00:00,3857,Type 3,00:00:06,"(16.41248016786417, 48.26124929704659)","(16.27798793041414, 48.244493911387394)",1,,,,,,
00:00:00,901,Type 2,00:00:06,"(16.451839742746586, 48.17534855962275)","(16.441872294384144, 48.197355133457705)",2,,,,,,
00:00:00,1334,Type 3,00:00:07,"(16.35257349958166, 48.21050595280245)","(16.36303365443644, 48.19687176373401)",2,,,,,,
00:00:00,1418,Type 3,00:00:07,"(16.382373936409873, 48.209369387625365)","(16.370817210028818, 48.18569333727253)",2,,,,,,
00:00:00,1238,Type 1,00:00:08,"(16.36586059332184, 48.18161858766823)","(16.400330688634146, 48.20027792789927)",1,,,,,,
00:00:00,4128,Type 1,00:00:08,"(16.41737449146047, 48.24502817094493)","(16.346336021550304, 48.22904422798872)",2,,,,,,
00:00:00,3910,Type 3,00:00:08,"(16.30885995564679, 48.25227837428879)","(16.28762300783087, 48.25071765463373)",1,,,,,,
00:00:00,3974,Type 1,00:00:09,"(16.370482827969614, 48.26316257814428)","(16.32477085, 48.2182451)",2,,,,,,
00:00:00,2176,Type 1,00:00:12,"(16.310273997176843, 48.21888118132159)","(16.34132949642252, 48.210907856373936)",1,,,,,,
00:00:00,3732,Type 3,00:00:12,"(16.37787484123015, 48.24653610581806)","(16.29990132822337, 48.22171529595054)",2,,,,,,
