00:00:00,5413,Type 3,0.0,"(16.364344559829743, 48.18782850880567)","(16.313829706179487, 48.17037215173539)",2
00:00:00,6362,Type 1,1.0,"(16.3450317604699, 48.19064174507268)","(16.290403917675683, 48.215578865913365)",2
00:00:00,4133,Type 1,1.0,"(16.41293016786417, 48.26124929704659)","(16.351360550000003, 48.2297311)",1
00:00:00,2092,Type 1,2.0,"(16.34980497527009, 48.18114628366276)","(16.39887269748096, 48.18305814626567)",1
00:00:00,5284,Type 3,2.0,"(16.299428963027783, 48.16570734367446)","(16.299103431150463, 48.170633473176814)",2
00:00:00,5461,Type 1,6.0,"(16.288915463248987, 48.200140472177445)","(16.320940848743355, 48.16043552613012)",2
00:00:00,3993,Type 1,6.0,"(16.28167035144057, 48.2219250912108)","(16.35593060672859, 48.21233619845629)",2
00:00:00,6802,Type 3,7.0,"(16.413526360203182, 48.17914110644286)","(16.306093710799676, 48.23151532969972)",1
00:00:00,4588,Type 3,7.0,"(16.25815495778531, 48.193510721068336)","(16.360202038060084, 48.17590847474067)",2
00:00:00,502,Type 2,8.0,"(16.39227614884457, 48.15305348714484)","(16.367307553682522, 48.21594784184854)",1
00:00:00,3439,Type 3,8.0,"(16.309571768365693, 48.21861857620648)","(16.341352896994362, 48.20679005177573)",1
00:00:00,4040,Type 1,8.0,"(16.413526360203182, 48.17914110644286)","(16.350651907614022, 48.21774276134827)",1
00:00:00,2142,Type 1,8.0,"(16.402873001740904, 48.26157295387504)","(16.402047797752083, 48.19706770699404)",2
00:00:00,2815,Type 3,8.0,"(16.308409955646788, 48.25227837428879)","(16.3550009, 48.1826717)",1
00:00:00,7310,Type 2,8.0,"(16.37460325, 48.2203937)","(16.341614142154214, 48.25720747825167)",1
00:00:00,6373,Type 3,9.0,"(16.427357502497063, 48.23742284460008)","(16.290403917675683, 48.215578865913365)",1
00:00:00,8131,Type 1,9.0,"(16.316917, 48.19785125)","(16.30373274030812, 48.14480186667115)",2
00:00:00,3531,Type 2,9.0,"(16.360731029277055, 48.25069771478295)","(16.347558477183743, 48.199187582257)",2
00:00:00,2444,Type 1,10.0,"(16.299553431150464, 48.170633473176814)","(16.367463587061835, 48.19667335912927)",2
00:00:00,1317,Type 1,10.0,"(16.348412, 48.21079445)","(16.41394292820359, 48.19499546715791)",2
00:00:00,5736,Type 1,10.0,"(16.364844211152324, 48.18319919234158)","(16.3437312, 48.1803466)",1
00:00:00,7624,Type 3,10.0,"(16.41654664647057, 48.154724804088)","(16.376561659845187, 48.24935440571151)",2
00:00:00,3750,Type 2,11.0,"(16.43558733019849, 48.21926363255116)","(16.342888252936863, 48.2091265210039)",2
00:00:00,6286,Type 3,12.0,"(16.3613989398848, 48.27585116421116)","(16.271879783267426, 48.22202885087198)",2
00:00:00,3424,Type 1,12.0,"(16.371201852348957, 48.18871434556966)","(16.341352896994362, 48.20679005177573)",2
00:00:00,8196,Type 3,13.0,"(16.36586059332184, 48.18161858766823)","(16.322850877909158, 48.15692928801911)",1
00:00:00,5813,Type 3,13.0,"(16.33121955, 48.1930301)","(16.27649480329257, 48.18696758294048)",2
00:00:00,7887,Type 1,13.0,"(16.427807502497064, 48.23742284460008)","(16.40259595772751, 48.26789155735734)",1
00:00:00,1416,Type 3,13.0,"(16.388476717598717, 48.14986052066946)","(16.42297842232911, 48.19759066846225)",2
00:00:00,215,Type 3,14.0,"(16.339584352808064, 48.19404375250662)","(16.360899864820652, 48.2141204309398)",1
00:00:00,3816,Type 2,14.0,"(16.397701877335212, 48.14320954765716)","(16.34473053249768, 48.21145392849617)",2
00:00:00,7869,Type 3,14.0,"(16.331159741186045, 48.15037738126956)","(16.402250105391538, 48.25525434294847)",1
00:00:00,4241,Type 2,14.0,"(16.353835402700557, 48.2233592416537)","(16.359605913486313, 48.21676198984844)",2
00:00:00,3798,Type 1,15.0,"(16.379415449373855, 48.175226740644575)","(16.345793210382162, 48.20792441011471)",2
00:00:00,5077,Type 3,15.0,"(16.34997162299478, 48.20801610132155)","(16.42305382861865, 48.169773286136575)",1
00:00:00,839,Type 1,15.0,"(16.363596582036863, 48.1827446332948)","(16.372920429571877, 48.21493427741712)",1
00:00:00,3375,Type 3,16.0,"(16.367740579005172, 48.194495420485104)","(16.34002316065713, 48.20029508189471)",2
00:00:00,4012,Type 1,16.0,"(16.327817750934056, 48.22984725644866)","(16.345461889618274, 48.21677175360006)",2
00:00:00,312,Type 3,16.0,"(16.37928845, 48.20600255)","(16.36367715, 48.2118232)",2
00:00:00,2730,Type 2,16.0,"(16.27343229498073, 48.19627260215861)","(16.345882724303138, 48.1886419980594)",1
00:00:00,7791,Type 1,17.0,"(16.41293016786417, 48.26124929704659)","(16.383329249309586, 48.25558986455013)",1
00:00:00,460,Type 3,17.0,"(16.34980497527009, 48.18114628366276)","(16.367592677849885, 48.21129460841194)",1
00:00:00,5793,Type 2,17.0,"(16.427807502497064, 48.23742284460008)","(16.276022932126235, 48.16796498732797)",1
00:00:00,6459,Type 2,18.0,"(16.308409955646788, 48.25227837428879)","(16.29990132822337, 48.22171529595054)",1
00:00:00,6085,Type 2,18.0,"(16.3255655, 48.21860959999999)","(16.3241026, 48.1943472)",2
00:00:00,2335,Type 1,19.0,"(16.30930995564679, 48.25227837428879)","(16.362769537277586, 48.19479347762514)",1
00:00:00,3040,Type 2,19.0,"(16.331609741186046, 48.15037738126956)","(16.3406284, 48.19052725)",1
00:00:00,3262,Type 2,20.0,"(16.35577692612876, 48.193961537024926)","(16.35343459851757, 48.19742234225973)",2
00:00:00,8242,Type 1,21.0,"(16.37460325, 48.2203937)","(16.34109402469064, 48.13791055427668)",1
00:00:00,46,Type 1,21.0,"(16.425569914075044, 48.14845940541999)","(16.35897279126015, 48.20882227248919)",2
00:00:00,43,Type 1,21.0,"(16.371201852348957, 48.18871434556966)","(16.35897279126015, 48.20882227248919)",2
00:00:00,5710,Type 1,21.0,"(16.358817747355562, 48.23625273119687)","(16.336219845581184, 48.18495597231909)",1
00:00:00,2287,Type 2,22.0,"(16.3643411, 48.2015791)","(16.419609676387115, 48.18806791791769)",2
00:00:00,8114,Type 2,22.0,"(16.41737449146047, 48.24502817094493)","(16.463693942777333, 48.22522678794623)",2
00:00:00,3737,Type 1,22.0,"(16.364844211152324, 48.18319919234158)","(16.360387202503414, 48.20166069852685)",1
00:00:00,7873,Type 2,22.0,"(16.34980497527009, 48.18114628366276)","(16.402250105391538, 48.25525434294847)",1
00:00:00,8128,Type 3,23.0,"(16.359923970351677, 48.207960761207886)","(16.30373274030812, 48.14480186667115)",2
00:00:00,304,Type 3,24.0,"(16.33848860385958, 48.19352985186349)","(16.36359995, 48.2098319)",1
00:00:00,4666,Type 3,24.0,"(16.42342842232911, 48.19759066846225)","(16.3698486395482, 48.17554845127339)",2
00:00:00,6937,Type 2,25.0,"(16.331609741186046, 48.15037738126956)","(16.30952055454922, 48.23578371059724)",1
00:00:00,552,Type 1,25.0,"(16.331609741186046, 48.15037738126956)","(16.369482607333477, 48.20382015270608)",1
00:00:00,7363,Type 2,25.0,"(16.40566045, 48.20255675)","(16.35103106000954, 48.25709716869186)",1
00:00:00,6581,Type 3,27.0,"(16.41203016786417, 48.26124929704659)","(16.3379673592181, 48.20833702263092)",1
00:00:00,459,Type 2,27.0,"(16.34024576775175, 48.241170048341935)","(16.367592677849885, 48.21129460841194)",1
00:00:00,4029,Type 2,27.0,"(16.39227614884457, 48.15305348714484)","(16.34556355, 48.22250615)",1
00:00:00,775,Type 2,27.0,"(16.37460325, 48.2203937)","(16.37300023959028, 48.20924581124105)",1
00:00:00,6729,Type 1,28.0,"(16.344888499385327, 48.208854809396776)","(16.28762300783087, 48.25071765463373)",2
00:00:00,6305,Type 2,28.0,"(16.3712613, 48.19150114999999)","(16.281064537332718, 48.215683361461984)",2
00:00:00,654,Type 2,29.0,"(16.364844211152324, 48.18319919234158)","(16.37101138219214, 48.21338529117057)",1
00:00:00,1867,Type 1,29.0,"(16.31017912141019, 48.2207077816208)","(16.388278150404883, 48.201083847939685)",2
00:00:00,2927,Type 1,31.0,"(16.331609741186046, 48.15037738126956)","(16.359722533517107, 48.18553739608871)",1
00:00:00,1400,Type 1,32.0,"(16.413526360203182, 48.17914110644286)","(16.422803462222152, 48.19127478278255)",1
00:00:00,3682,Type 3,32.0,"(16.37024135, 48.21548265)","(16.355433672808445, 48.20255296757189)",4
00:00:00,4748,Type 1,33.0,"(16.35800779095383, 48.23615309565032)","(16.379117993901, 48.168874404745885)",1
00:00:00,7662,Type 3,33.0,"(16.37937421206571, 48.19156220979596)","(16.385641915520615, 48.23595091946123)",2
00:00:00,2052,Type 1,34.0,"(16.375929136645393, 48.22255521084372)","(16.395268611971634, 48.20943921125203)",2
00:00:00,1707,Type 1,34.0,"(16.30930995564679, 48.25227837428879)","(16.38027574134798, 48.18796720482728)",1
00:00:00,175,Type 3,34.0,"(16.304502875335118, 48.15743243460568)","(16.36063574455692, 48.2103920432882)",2
00:00:00,844,Type 3,34.0,"(16.363386739364863, 48.197627760575685)","(16.37553958990722, 48.20148484758574)",2
00:00:00,6497,Type 2,35.0,"(16.4426578336813, 48.1817251906001)","(16.31058625, 48.22336445)",2
00:00:00,4570,Type 3,35.0,"(16.32354131786327, 48.22527055029144)","(16.359869037953295, 48.1695063464823)",4
00:00:00,6431,Type 2,36.0,"(16.34024576775175, 48.241170048341935)","(16.299743244596563, 48.21547361189106)",1
00:00:00,6247,Type 2,36.0,"(16.364844211152324, 48.18319919234158)","(16.3385824938693, 48.19299382398932)",1
00:00:00,2041,Type 2,37.0,"(16.413526360203182, 48.17914110644286)","(16.394420240066964, 48.20553538352292)",1
00:00:00,6096,Type 1,37.0,"(16.44196779444053, 48.184723458431954)","(16.325089485369123, 48.198077655128266)",2
00:00:00,1038,Type 1,39.0,"(16.39341000487244, 48.26168803078226)","(16.37933426132417, 48.21119540278976)",4
00:00:00,6567,Type 1,39.0,"(16.41248016786417, 48.26124929704659)","(16.3284076, 48.20810505)",1
00:00:00,3109,Type 2,39.0,"(16.41248016786417, 48.26124929704659)","(16.34470647147948, 48.1914840677422)",1
00:00:00,5588,Type 3,41.0,"(16.39227614884457, 48.15305348714484)","(16.328303677892254, 48.16035063511968)",1
00:00:00,2449,Type 3,41.0,"(16.339584352808064, 48.19404375250662)","(16.367463587061835, 48.19667335912927)",1
00:00:00,1237,Type 3,41.0,"(16.34997162299478, 48.20801610132155)","(16.40412955, 48.20295485)",1
00:00:00,5570,Type 3,41.0,"(16.294610209609395, 48.25800197841703)","(16.328303677892254, 48.16035063511968)",2
00:00:00,4646,Type 2,41.0,"(16.35123869465479, 48.18141044437578)","(16.369412430990106, 48.16277029720974)",4
00:00:00,5636,Type 1,41.0,"(16.34997162299478, 48.20801610132155)","(16.32826454742017, 48.175144833576205)",1
00:00:00,3305,Type 1,42.0,"(16.427807502497064, 48.23742284460008)","(16.35936122114309, 48.198246877624776)",1
00:00:00,7062,Type 1,43.0,"(16.349670511193892, 48.2095185412365)","(16.345084149999998, 48.2233044)",1
00:00:00,2337,Type 2,43.0,"(16.3728804, 48.207286)","(16.36303365443644, 48.19687176373401)",2
00:00:00,1673,Type 3,43.0,"(16.313794814542945, 48.264137276658325)","(16.460586321420482, 48.19080071304551)",2
00:00:00,755,Type 2,44.0,"(16.313794814542945, 48.264137276658325)","(16.373837403546762, 48.20728259364328)",2
00:00:00,4600,Type 1,44.0,"(16.3675393421998, 48.19974566377702)","(16.36907480866854, 48.15008793579136)",2
00:00:00,446,Type 2,44.0,"(16.31614382713935, 48.22996692194477)","(16.367592677849885, 48.21129460841194)",2
00:00:00,2810,Type 1,45.0,"(16.339584352808064, 48.19404375250662)","(16.3550009, 48.1826717)",1
00:00:00,2405,Type 2,46.0,"(16.348412, 48.21079445)","(16.36680382028939, 48.19162428431371)",2
00:00:00,2455,Type 3,47.0,"(16.37843280132798, 48.162973646250485)","(16.367809616748595, 48.200612450393066)",2
