00:00:00,11055,Type 2,00:00:00,"(16.413526360203182, 48.17914110644286)","(16.377088450000002, 48.2298881)",1,,,,,,
00:00:00,487,Type 1,00:00:00,"(16.30885995564679, 48.25227837428879)","(16.36429309850343, 48.21331648615975)",1,,,,,,
00:00:00,8181,Type 3,00:00:01,"(16.363596582036863, 48.1827446332948)","(16.336050447737144, 48.17504344368644)",4,,,,,,
00:00:00,8923,Type 3,00:00:02,"(16.309232547737825, 48.21903908507992)","(16.330970400284624, 48.189206848461545)",1,,,,,,
00:00:00,9296,Type 1,00:00:02,"(16.405995046134706, 48.20303335268365)","(16.299743244596563, 48.21547361189106)",1,,,,,,
00:00:00,6551,Type 2,00:00:02,"(16.310273997176843, 48.21888118132159)","(16.35332185, 48.1734944)",1,,,,,,
00:00:00,8839,Type 3,00:00:02,"(16.27343229498073, 48.19627260215861)","(16.3241026, 48.1943472)",1,,,,,,
00:00:00,7906,Type 3,00:00:03,"(16.287437513949822, 48.22539957710038)","(16.322651414902904, 48.17591995852562)",2,,,,,,
00:00:00,6086,Type 3,00:00:03,"(16.39272614884457, 48.15305348714484)","(16.355269445296454, 48.22695335633713)",1,,,,,,
00:00:00,7073,Type 2,00:00:03,"(16.287437513949822, 48.22539957710038)","(16.407082558926373, 48.161405298242805)",2,,,,,,
00:00:00,9906,Type 2,00:00:04,"(16.358817747355562, 48.23625273119687)","(16.32477085, 48.2182451)",1,,,,,,
00:00:00,4418,Type 1,00:00:04,"(16.363596582036863, 48.1827446332948)","(16.3414603, 48.19267835)",1,,,,,,
00:00:00,651,Type 1,00:00:04,"(16.376015375984668, 48.21161633320428)","(16.367233687449147, 48.21352263654073)",2,,,,,,
00:00:00,12243,Type 2,00:00:04,"(16.331609741186046, 48.15037738126956)","(16.36913463591037, 48.14366103267732)",1,,,,,,
00:00:00,3058,Type 2,00:00:04,"(16.405995046134706, 48.20303335268365)","(16.400330688634146, 48.20027792789927)",1,,,,,,
00:00:00,3935,Type 2,00:00:05,"(16.37460325, 48.2203937)","(16.345882724303138, 48.1886419980594)",1,,,,,,
00:00:00,3840,Type 2,00:00:05,"(16.41248016786417, 48.26124929704659)","(16.374589226274946, 48.19392514704152)",1,,,,,,
00:00:00,6751,Type 2,00:00:05,"(16.36586059332184, 48.18161858766823)","(16.37838090227196, 48.14363345187243)",1,,,,,,
00:00:00,7486,Type 1,00:00:05,"(16.350833346135623, 48.13766085392131)","(16.44203220956468, 48.17546638656073)",2,,,,,,
00:00:00,527,Type 2,00:00:06,"(16.288756529554387, 48.193804696802594)","(16.367148450000002, 48.2040402)",2,,,,,,
00:00:00,6080,Type 3,00:00:06,"(16.36586059332184, 48.18161858766823)","(16.355269445296454, 48.22695335633713)",1,,,,,,
00:00:00,1638,Type 3,00:00:06,"(16.331159741186045, 48.15037738126956)","(16.3858847, 48.2236843)",1,,,,,,
00:00:00,7127,Type 2,00:00:06,"(16.379396747763607, 48.209258068126005)","(16.425119914075044, 48.14845940541999)",2,,,,,,
00:00:00,9658,Type 2,00:00:06,"(16.39545201681516, 48.22945171469824)","(16.28698751394982, 48.22539957710038)",2,,,,,,
00:00:00,9606,Type 2,00:00:07,"(16.364344559829743, 48.18782850880567)","(16.27783019789362, 48.238164372342645)",2,,,,,,
00:00:00,7966,Type 3,00:00:07,"(16.43629488658315, 48.24454807722865)","(16.321714496658426, 48.1843765010235)",2,,,,,,
00:00:00,8143,Type 3,00:00:07,"(16.37444673618794, 48.22145407967072)","(16.335922421753814, 48.170117391158605)",1,,,,,,
00:00:00,8771,Type 1,00:00:08,"(16.39821209876495, 48.16199027567013)","(16.31705075, 48.2017202)",2,,,,,,
00:00:00,2019,Type 3,00:00:08,"(16.36586059332184, 48.18161858766823)","(16.42297842232911, 48.19759066846225)",1,,,,,,
00:00:00,9991,Type 3,00:00:08,"(16.37024135, 48.21548265)","(16.291386391747743, 48.2492444804486)",2,,,,,,
00:00:00,3066,Type 2,00:00:08,"(16.331609741186046, 48.15037738126956)","(16.400330688634146, 48.20027792789927)",1,,,,,,
00:00:00,6381,Type 2,00:00:08,"(16.348853281900926, 48.208798927222816)","(16.364992770112178, 48.22355864168332)",1,,,,,,
00:00:00,1170,Type 2,00:00:09,"(16.40566045, 48.20255675)","(16.376062782141926, 48.203173580668505)",1,,,,,,
00:00:00,6152,Type 2,00:00:09,"(16.361231876252923, 48.26956281287314)","(16.359983, 48.2193999)",2,,,,,,
00:00:00,4,Type 3,00:00:09,"(16.41333207237326, 48.19162345149469)","(16.357869283897568, 48.20595352716448)",2,,,,,,
00:00:00,5653,Type 3,00:00:09,"(16.39227614884457, 48.15305348714484)","(16.3520061119339, 48.20821928426381)",4,,,,,,
00:00:00,897,Type 3,00:00:09,"(16.3097329, 48.21551175)","(16.370016944422726, 48.21740864178736)",2,,,,,,
00:00:00,6192,Type 3,00:00:09,"(16.27343229498073, 48.19627260215861)","(16.361102, 48.22234195)",1,,,,,,
00:00:00,6074,Type 3,00:00:10,"(16.37507775, 48.22102195)","(16.355269445296454, 48.22695335633713)",1,,,,,,
