00:00:00,466,Type 3,00:00:00,"(16.37044569220583, 48.2067706431749)","(16.37101138219214, 48.21338529117057)",2,,,,,,
00:00:00,1714,Type 1,00:00:01,"(16.42179881616453, 48.26134046455058)","(16.406380973650492, 48.19223688423301)",2,,,,,,
00:00:00,5432,Type 3,00:00:01,"(16.369780544053096, 48.25732021706175)","(16.317434928142458, 48.23563218046296)",2,,,,,,
00:00:00,5805,Type 2,00:00:02,"(16.341829799957125, 48.21313239628368)","(16.35136270617457, 48.26967394217486)",2,,,,,,
00:00:00,2264,Type 3,00:00:02,"(16.414396141211782, 48.182540249606575)","(16.359469472889156, 48.18172778863645)",2,,,,,,
00:00:00,1658,Type 2,00:00:04,"(16.41293016786417, 48.26124929704659)","(16.40066191930183, 48.19333011906182)",1,,,,,,
00:00:00,265,Type 3,00:00:04,"(16.4009592188155, 48.18482227798933)","(16.367148450000002, 48.2040402)",2,,,,,,
00:00:00,6284,Type 1,00:00:05,"(16.34437299516217, 48.19842578981637)","(16.420998422680054, 48.2487033377674)",2,,,,,,
00:00:00,4827,Type 2,00:00:06,"(16.427807502497064, 48.23742284460008)","(16.33722864068023, 48.188762079240966)",1,,,,,,
00:00:00,4736,Type 2,00:00:06,"(16.30885995564679, 48.25227837428879)","(16.3241026, 48.1943472)",1,,,,,,
00:00:00,5165,Type 1,00:00:07,"(16.39317614884457, 48.15305348714484)","(16.27783019789362, 48.238164372342645)",1,,,,,,
00:00:00,5902,Type 2,00:00:07,"(16.356788872888107, 48.23566275737576)","(16.368950599999998, 48.2299097)",1,,,,,,
00:00:00,3572,Type 2,00:00:08,"(16.299553431150464, 48.170633473176814)","(16.369412430990106, 48.16277029720974)",4,,,,,,
00:00:00,3551,Type 3,00:00:08,"(16.35562450886273, 48.198356523252826)","(16.36907480866854, 48.15008793579136)",2,,,,,,
00:00:00,2163,Type 3,00:00:08,"(16.349823975879037, 48.18057449564003)","(16.350670156816108, 48.18567178347968)",1,,,,,,
00:00:00,921,Type 2,00:00:11,"(16.26063903828982, 48.20679160406733)","(16.39462297957584, 48.21052958048889)",2,,,,,,
00:00:00,6230,Type 3,00:00:11,"(16.427807502497064, 48.23742284460008)","(16.4019044914997, 48.24261709876264)",1,,,,,,
00:00:00,5702,Type 3,00:00:12,"(16.25815495778531, 48.193510721068336)","(16.34112056030237, 48.23834219037507)",2,,,,,,
00:00:00,14,Type 2,00:00:12,"(16.387575222609417, 48.18837410809829)","(16.3574133, 48.2078626)",2,,,,,,
00:00:00,2302,Type 3,00:00:13,"(16.34173503113254, 48.244630627001406)","(16.359680650277785, 48.19042152270527)",2,,,,,,
00:00:00,191,Type 3,00:00:15,"(16.405396441254613, 48.21614496568529)","(16.36337527056108, 48.20916733548708)",2,,,,,,
00:00:00,6616,Type 1,00:00:15,"(16.341707356955773, 48.14417772930196)","(16.36913463591037, 48.14366103267732)",2,,,,,,
00:00:00,2908,Type 1,00:00:16,"(16.27343229498073, 48.19627260215861)","(16.360387202503414, 48.20166069852685)",1,,,,,,
00:00:00,3199,Type 3,00:00:16,"(16.344883728933226, 48.193587951769295)","(16.351360550000003, 48.2297311)",2,,,,,,
