00:00:00,6367,Type 1,00:00:00,"(16.363596582036863, 48.1827446332948)","(16.365019967155938, 48.22671260936366)",1,,,,,,
00:00:00,10251,Type 3,00:00:00,"(16.308067327166, 48.19977161869215)","(16.294160209609394, 48.25800197841703)",2,,,,,,
00:00:00,1641,Type 1,00:00:00,"(16.37507775, 48.22102195)","(16.386334166357944, 48.21639188823088)",1,,,,,,
00:00:00,7841,Type 3,00:00:00,"(16.310273997176843, 48.21888118132159)","(16.32119397875862, 48.170287703211976)",4,,,,,,
00:00:00,8503,Type 1,00:00:00,"(16.358817747355562, 48.23625273119687)","(16.26982426998761, 48.213023071238815)",1,,,,,,
00:00:00,10048,Type 3,00:00:00,"(16.294610209609395, 48.25800197841703)","(16.327618898742422, 48.22914864149313)",2,,,,,,
00:00:00,7060,Type 2,00:00:00,"(16.413526360203182, 48.17914110644286)","(16.41592731311046, 48.14857307231832)",4,,,,,,
00:00:00,10,Type 3,00:00:00,"(16.453967934924645, 48.200062563804494)","(16.357869283897568, 48.20595352716448)",2,,,,,,
00:00:00,6084,Type 2,00:00:00,"(16.33979576775175, 48.241170048341935)","(16.35537807663283, 48.22920034564528)",1,,,,,,
00:00:00,2486,Type 1,00:00:01,"(16.364844211152324, 48.18319919234158)","(16.381172976673213, 48.197016777962574)",1,,,,,,
00:00:00,4063,Type 3,00:00:01,"(16.356788872888107, 48.23566275737576)","(16.355054712820028, 48.18464029210933)",1,,,,,,
00:00:00,10837,Type 2,00:00:01,"(16.3097329, 48.21551175)","(16.368950599999998, 48.2299097)",2,,,,,,
00:00:00,5767,Type 1,00:00:01,"(16.37460325, 48.2203937)","(16.345461889618274, 48.21677175360006)",1,,,,,,
00:00:00,2074,Type 2,00:00:01,"(16.28594180825105, 48.16785943272047)","(16.422499165231944, 48.21171794889162)",2,,,,,,
00:00:00,7185,Type 1,00:00:02,"(16.427357502497063, 48.23742284460008)","(16.413424287824597, 48.1635648862533)",1,,,,,,
