00:00:00,6191,Type 2,00:00:00,"(16.350725778916818, 48.17532307086817)","(16.41377213010611, 48.17621513595687)",2,,,,,,
00:00:00,5320,Type 3,00:00:00,"(16.2686486800997, 48.2319397638129)","(16.35891963795403, 48.23320917373072)",2,,,,,,
00:00:00,10273,Type 3,00:00:01,"(16.445402150526238, 48.231787299467776)","(16.36913463591037, 48.14366103267732)",2,,,,,,
00:00:00,7720,Type 3,00:00:01,"(16.30930995564679, 48.25227837428879)","(16.271879783267426, 48.22202885087198)",1,,,,,,
00:00:00,6777,Type 2,00:00:01,"(16.33848860385958, 48.19352985186349)","(16.321714496658426, 48.1843765010235)",1,,,,,,
00:00:00,2672,Type 2,00:00:02,"(16.43269926837681, 48.19115742917694)","(16.406380973650492, 48.19223688423301)",2,,,,,,
00:00:00,2863,Type 1,00:00:02,"(16.382373936409873, 48.209369387625365)","(16.3673396335475, 48.18536219486841)",2,,,,,,
00:00:00,8225,Type 1,00:00:02,"(16.349823975879037, 48.18057449564003)","(16.28714630513326, 48.23172910757867)",1,,,,,,
00:00:00,5356,Type 3,00:00:02,"(16.309571768365693, 48.21861857620648)","(16.360854450261343, 48.23566531594656)",1,,,,,,
00:00:00,4767,Type 1,00:00:02,"(16.27298229498073, 48.19627260215861)","(16.34870174955204, 48.21136956869426)",1,,,,,,
00:00:00,3060,Type 1,00:00:03,"(16.3413850930599, 48.19618359294216)","(16.370162339221874, 48.19435104562706)",2,,,,,,
00:00:00,8824,Type 3,00:00:03,"(16.37444673618794, 48.22145407967072)","(16.322529011778737, 48.25132611297772)",1,,,,,,
00:00:00,3932,Type 1,00:00:03,"(16.330709741186045, 48.15037738126956)","(16.35115028101289, 48.19073358216025)",1,,,,,,
00:00:00,9492,Type 1,00:00:03,"(16.35562450886273, 48.198356523252826)","(16.386870614013944, 48.24091696055452)",2,,,,,,
00:00:00,6401,Type 2,00:00:04,"(16.405995046134706, 48.20303335268365)","(16.45121304060458, 48.1690897739783)",1,,,,,,
00:00:00,1506,Type 3,00:00:04,"(16.43629488658315, 48.24454807722865)","(16.39609747625529, 48.22369160274856)",2,,,,,,
00:00:00,10101,Type 3,00:00:04,"(16.34980497527009, 48.18114628366276)","(16.322689713919694, 48.15066208007585)",1,,,,,,
00:00:00,7322,Type 2,00:00:04,"(16.3422733432138, 48.211430577992175)","(16.30698179601224, 48.193704452756805)",2,,,,,,
00:00:00,147,Type 3,00:00:05,"(16.367384819467926, 48.21536311631223)","(16.36200020863099, 48.2052303444797)",2,,,,,,
00:00:00,248,Type 1,00:00:05,"(16.33848860385958, 48.19352985186349)","(16.3610012, 48.2116213)",1,,,,,,
00:00:00,4589,Type 3,00:00:06,"(16.4050587100877, 48.20301022931776)","(16.342888252936863, 48.2091265210039)",1,,,,,,
00:00:00,3142,Type 3,00:00:06,"(16.341799524526113, 48.208595204848685)","(16.375581101006063, 48.1866611435732)",2,,,,,,
00:00:00,1026,Type 2,00:00:06,"(16.3506024, 48.185117950000006)","(16.372920429571877, 48.21493427741712)",2,,,,,,
00:00:00,10196,Type 1,00:00:07,"(16.349670511193892, 48.2095185412365)","(16.350546575574615, 48.14388105971939)",1,,,,,,
00:00:00,3436,Type 3,00:00:07,"(16.364889584230312, 48.223334621402806)","(16.355054712820028, 48.18464029210933)",2,,,,,,
00:00:00,9222,Type 1,00:00:07,"(16.43330464260785, 48.182040980006086)","(16.368799651840522, 48.23603995967726)",2,,,,,,
00:00:00,9484,Type 2,00:00:08,"(16.413526360203182, 48.17914110644286)","(16.385641915520615, 48.23595091946123)",1,,,,,,
00:00:00,8112,Type 3,00:00:08,"(16.278122519835897, 48.23183482590699)","(16.268355190165963, 48.23826933343027)",2,,,,,,
00:00:00,1578,Type 3,00:00:09,"(16.306665088730284, 48.1606038936196)","(16.405650300002655, 48.21790500332877)",2,,,,,,
00:00:00,8094,Type 3,00:00:09,"(16.414396141211782, 48.182540249606575)","(16.2681986800997, 48.2319397638129)",2,,,,,,
